Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFMClass,Segment
17006,13,7,1389.26,5,4,4,544,Champions
17007,46,7,1120.1,4,4,3,443,Loyal Customers
17008,424,1,81.36,1,2,1,121,Lost
17009,546,1,242.06,1,2,1,121,Lost
17010,13,1,195.36,5,2,1,521,Recent Customers
17011,25,3,671.7,4,3,3,433,Loyal Customers
17012,720,1,384.16,1,2,2,122,Lost
17014,3,3,586.33,5,3,2,532,Potential Loyalist
17015,24,3,1842.56,4,3,4,434,Loyal Customers
17016,572,1,552.4,1,2,2,122,Lost
17017,5,28,13480.01,5,5,5,555,Champions
17018,36,6,2287.7,4,4,4,444,Champions
17019,7,11,4012.2,5,5,5,555,Champions
17020,538,2,935.62,1,3,3,133,At Risk
17021,437,6,1182.22,1,4,3,143,At Risk
17022,26,2,260,4,3,1,431,Potential Loyalist
17023,412,3,800.18,1,3,3,133,At Risk
17024,40,3,95.85,4,3,1,431,Potential Loyalist
17025,56,5,1510.64,4,4,4,444,Champions
17026,180,3,208.98,3,3,1,331,Potential Loyalist
17027,74,9,1327.11,3,5,4,354,Loyal Customers
17028,576,3,1593.83,1,3,4,134,At Risk
17029,106,7,2137.3,3,4,4,344,Loyal Customers
17030,59,1,146.87,4,2,1,421,Recent Customers
17031,7,6,2773.85,5,4,4,544,Champions
17032,543,8,3004.6,1,5,5,155,At Risk
17033,81,4,1332.79,3,4,4,344,Loyal Customers
17034,11,5,1283.92,5,4,4,544,Champions
17035,241,4,613.59,2,4,3,243,At Risk
17036,378,1,176.9,2,2,1,221,Lost
17037,83,1,1267.32,3,2,4,324,Potential Loyalist
17038,25,2,743.17,4,3,3,433,Loyal Customers
17039,600,1,1954.99,1,2,4,124,Lost
17040,133,2,463.25,3,3,2,332,Potential Loyalist
17041,22,6,1686.28,4,4,4,444,Champions
17042,116,4,922.82,3,4,3,343,Loyal Customers
17043,27,8,2616.55,4,5,4,454,Champions
17044,20,12,11962.3,4,5,5,455,Champions
17045,108,5,827.68,3,4,3,343,Loyal Customers
17046,152,5,1906.07,3,4,4,344,Loyal Customers
17047,80,6,2289.23,3,4,4,344,Loyal Customers
17048,113,7,2071.68,3,4,4,344,Loyal Customers
17049,16,18,9551.48,5,5,5,555,Champions
17050,91,11,4691.79,3,5,5,355,Loyal Customers
17051,189,4,714.39,3,4,3,343,Loyal Customers
17052,23,1,413.75,4,2,2,422,Recent Customers
17053,126,1,498.48,3,2,2,322,Potential Loyalist
17054,24,5,1356.33,4,4,4,444,Champions
17055,441,1,239.55,1,2,1,121,Lost
17056,734,1,128.6,1,2,1,121,Lost
17057,591,1,294.74,1,2,2,122,Lost
17058,77,3,1179.89,3,3,3,333,Loyal Customers
17059,25,9,5602.53,4,5,5,455,Champions
17060,261,1,234.24,2,2,1,221,Lost
17061,69,11,5232.23,3,5,5,355,Loyal Customers
17062,309,6,1208.22,2,4,3,243,At Risk
17063,16,13,3638.53,5,5,5,555,Champions
17064,54,3,859.35,4,3,3,433,Loyal Customers
17065,633,2,194.7,1,3,1,131,At Risk
17066,721,1,228.34,1,2,1,121,Lost
17067,720,3,454.54,1,3,2,132,At Risk
17068,8,47,9161.08,5,5,5,555,Champions
17069,23,14,5794.28,4,5,5,455,Champions
17070,109,2,445.32,3,3,2,332,Potential Loyalist
17071,23,13,3801.2,4,5,5,455,Champions
17072,620,1,282.05,1,2,1,121,Lost
17073,13,4,1446.09,5,4,4,544,Champions
17074,558,1,203.05,1,2,1,121,Lost
17075,13,10,2241.73,5,5,4,554,Champions
17076,31,6,1242.75,4,4,4,444,Champions
17077,573,1,306,1,2,2,122,Lost
17078,31,2,378.2,4,3,2,432,Potential Loyalist
17079,73,1,118.8,3,2,1,321,Potential Loyalist
17080,18,7,957.53,5,4,3,543,Loyal Customers
17081,21,6,964.39,4,4,3,443,Loyal Customers
17082,28,6,4732.03,4,4,5,445,Champions
17083,104,9,4049.79,3,5,5,355,Loyal Customers
17084,30,3,5202.97,4,3,5,435,Loyal Customers
17085,118,28,7891.41,3,5,5,355,Loyal Customers
17086,2,6,2050.08,5,4,4,544,Champions
17087,733,1,221.53,1,2,1,121,Lost
17088,23,4,1991.01,4,4,4,444,Champions
17089,381,1,128.45,2,2,1,221,Lost
17090,48,12,2925.44,4,5,4,454,Champions
17091,27,18,7360.3,4,5,5,455,Champions
17092,45,11,5594.96,4,5,5,455,Champions
17093,588,1,235.88,1,2,1,121,Lost
17094,318,2,402.2,2,3,2,232,At Risk
17095,18,7,2572.25,5,4,4,544,Champions
17096,10,11,3759.18,5,5,5,555,Champions
17097,5,8,1196.3,5,5,3,553,Loyal Customers
17098,377,3,591.07,2,3,2,232,At Risk
17099,528,1,582.17,1,2,2,122,Lost
17100,13,2,971.74,5,3,3,533,Loyal Customers
17101,5,7,2507.05,5,4,4,544,Champions
17102,257,1,25.5,2,2,1,221,Lost
17103,717,1,424.3,1,2,2,122,Lost
17104,419,1,474.03,1,2,2,122,Lost
17105,154,2,665.78,3,3,3,333,Loyal Customers
17106,384,1,491.23,2,2,2,222,Lost
17107,28,10,16075.42,4,5,5,455,Champions
17108,659,1,174.95,1,2,1,121,Lost
17109,24,8,1295.46,4,5,4,454,Champions
17110,161,3,510.7,3,3,2,332,Potential Loyalist
17111,42,2,476.58,4,3,2,432,Potential Loyalist
17112,498,1,205.17,1,2,1,121,Lost
17113,569,6,2322.59,1,4,4,144,At Risk
17114,1,8,808.62,5,5,3,553,Loyal Customers
17115,3,7,2761.49,5,4,4,544,Champions
17116,643,1,389.78,1,2,2,122,Lost
17117,283,1,116.2,2,2,1,221,Lost
17118,313,1,157.02,2,2,1,221,Lost
17119,55,1,547.25,4,2,2,422,Recent Customers
17120,228,1,307.46,2,2,2,222,Lost
17121,398,1,314.74,2,2,2,222,Lost
17122,114,4,570.5,3,4,2,342,Potential Loyalist
17123,157,3,977.17,3,3,3,333,Loyal Customers
17124,180,1,298.89,3,2,2,322,Potential Loyalist
17125,45,1,259.35,4,2,1,421,Recent Customers
17126,147,9,2070.44,3,5,4,354,Loyal Customers
17127,424,5,1155.03,1,4,3,143,At Risk
17128,330,1,157.09,2,2,1,221,Lost
17129,515,1,31.85,1,2,1,121,Lost
17131,1,5,2463.17,5,4,4,544,Champions
17132,447,2,1272.8,1,3,4,134,At Risk
17133,11,12,14622.33,5,5,5,555,Champions
17134,102,3,637.1,3,3,3,333,Loyal Customers
17135,11,10,1954.16,5,5,4,554,Champions
17136,658,1,231.68,1,2,1,121,Lost
17137,411,6,1133.63,1,4,3,143,At Risk
17138,271,7,4417.27,2,4,5,245,At Risk
17139,11,25,19584.46,5,5,5,555,Champions
17140,242,1,465.32,2,2,2,222,Lost
17141,413,4,754.33,1,4,3,143,At Risk
17142,234,4,1283.75,2,4,4,244,At Risk
17143,412,2,924.11,1,3,3,133,At Risk
17144,80,1,595.89,3,2,2,322,Potential Loyalist
17145,508,4,3120.91,1,4,5,145,At Risk
17146,101,13,5860.24,3,5,5,355,Loyal Customers
17147,18,9,3199.95,5,5,5,555,Champions
17148,47,1,124.88,4,2,1,421,Recent Customers
17149,446,1,143.1,1,2,1,121,Lost
17150,372,6,1375.65,2,4,4,244,At Risk
17151,730,1,231.9,1,2,1,121,Lost
17152,190,4,2016.5,3,4,4,344,Loyal Customers
17153,19,1,213.78,5,2,1,521,Recent Customers
17154,70,1,329.34,3,2,2,322,Potential Loyalist
17155,13,7,892.46,5,4,3,543,Loyal Customers
17156,487,1,591.87,1,2,2,122,Lost
17157,3,19,5151.9,5,5,5,555,Champions
17158,27,5,1980,4,4,4,444,Champions
17159,17,5,2099.59,5,4,4,544,Champions
17160,26,17,10209.16,4,5,5,455,Champions
17161,439,1,856.01,1,2,3,123,Lost
17162,24,10,1715.46,4,5,4,454,Champions
17163,17,4,699.78,5,4,3,543,Loyal Customers
17164,28,7,2467.35,4,4,4,444,Champions
17165,279,6,1794.32,2,4,4,244,At Risk
17166,34,2,206.34,4,3,1,431,Potential Loyalist
17167,375,3,867.11,2,3,3,233,At Risk
17168,494,1,400.2,1,2,2,122,Lost
17169,53,3,1156.73,4,3,3,433,Loyal Customers
17170,369,2,178.68,2,3,1,231,At Risk
17171,284,2,384.59,2,3,2,232,At Risk
17172,74,3,956.57,3,3,3,333,Loyal Customers
17173,5,7,3209.4,5,4,5,545,Champions
17174,213,1,59.9,2,2,1,221,Lost
17175,39,4,1443.69,4,4,4,444,Champions
17176,197,3,902.32,2,3,3,233,At Risk
17177,500,1,119.5,1,2,1,121,Lost
17178,726,1,436.71,1,2,2,122,Lost
17179,173,6,1507.26,3,4,4,344,Loyal Customers
17180,51,11,2256.98,4,5,4,454,Champions
17181,52,3,465.37,4,3,2,432,Potential Loyalist
17182,418,2,321.3,1,3,2,132,At Risk
17183,3,6,3347.31,5,4,5,545,Champions
17184,564,2,198.41,1,3,1,131,At Risk
17185,587,3,229.46,1,3,1,131,At Risk
17186,42,2,144,4,3,1,431,Potential Loyalist
17187,222,2,467.71,2,3,2,232,At Risk
17188,6,13,4592.93,5,5,5,555,Champions
17189,101,5,957.63,3,4,3,343,Loyal Customers
17190,54,7,1743.04,4,4,4,444,Champions
17191,23,15,4836.05,4,5,5,455,Champions
17192,531,1,77.83,1,2,1,121,Lost
17193,31,9,2310.04,4,5,4,454,Champions
17194,269,3,812.5,2,3,3,233,At Risk
17195,651,1,562.98,1,2,2,122,Lost
17196,423,1,352.9,1,2,2,122,Lost
17197,25,1,1013.01,4,2,3,423,Recent Customers
17198,19,3,1213.88,5,3,3,533,Loyal Customers
17199,577,1,145.12,1,2,1,121,Lost
17200,383,4,356.71,2,4,2,242,At Risk
17201,49,4,1242.04,4,4,4,444,Champions
17202,416,1,160.65,1,2,1,121,Lost
17203,31,10,5575.88,4,5,5,455,Champions
17204,170,9,5504.69,3,5,5,355,Loyal Customers
17205,49,3,999.35,4,3,3,433,Loyal Customers
17206,48,1,204.24,4,2,1,421,Recent Customers
17207,647,1,303.22,1,2,2,122,Lost
17208,391,1,115.35,2,2,1,221,Lost
17209,644,3,611.6,1,3,2,132,At Risk
17210,388,1,253.37,2,2,1,221,Lost
17211,22,13,4046.65,4,5,5,455,Champions
17212,248,3,794.41,2,3,3,233,At Risk
17213,35,13,5182.3,4,5,5,455,Champions
17214,55,6,1069.12,4,4,3,443,Loyal Customers
17215,459,1,186.15,1,2,1,121,Lost
17216,550,1,65.05,1,2,1,121,Lost
17217,229,2,218,2,3,1,231,At Risk
17218,6,17,4083.99,5,5,5,555,Champions
17219,27,2,259.13,4,3,1,431,Potential Loyalist
17220,19,21,4481.75,5,5,5,555,Champions
17221,2,5,978.52,5,4,3,543,Loyal Customers
17222,60,6,1605.01,3,4,4,344,Loyal Customers
17223,305,3,873.53,2,3,3,233,At Risk
17224,496,1,100.86,1,2,1,121,Lost
17225,577,1,131.15,1,2,1,121,Lost
17226,304,3,900.12,2,3,3,233,At Risk
17227,14,12,2022.03,5,5,4,554,Champions
17228,11,13,3177.24,5,5,5,555,Champions
17229,91,2,318.76,3,3,2,332,Potential Loyalist
17230,259,18,9924.95,2,5,5,255,At Risk
17231,7,25,7197.04,5,5,5,555,Champions
17232,10,1,208.04,5,2,1,521,Recent Customers
17233,30,3,560.86,4,3,2,432,Potential Loyalist
17234,178,1,149.89,3,2,1,321,Potential Loyalist
17235,20,8,1904.88,4,5,4,454,Champions
17236,8,12,1929.26,5,5,4,554,Champions
17237,6,4,1002.08,5,4,3,543,Loyal Customers
17238,2,31,7644.43,5,5,5,555,Champions
17239,308,4,1189.45,2,4,3,243,At Risk
17240,591,1,130.6,1,2,1,121,Lost
17241,381,12,2744.14,2,5,4,254,At Risk
17242,103,5,2889.28,3,4,4,344,Loyal Customers
17243,1,68,20285.56,5,5,5,555,Champions
17244,48,5,1826.04,4,4,4,444,Champions
17245,200,2,371.63,2,3,2,232,At Risk
17246,542,2,38.92,1,3,1,131,At Risk
17247,10,1,282.19,5,2,1,521,Recent Customers
17248,115,2,546.16,3,3,2,332,Potential Loyalist
17249,424,1,68.03,1,2,1,121,Lost
17250,256,1,162.65,2,2,1,221,Lost
17251,358,3,812.43,2,3,3,233,At Risk
17252,112,2,353.86,3,3,2,332,Potential Loyalist
17253,14,1,178.26,5,2,1,521,Recent Customers
17254,10,2,368.6,5,3,2,532,Potential Loyalist
17255,36,4,799.13,4,4,3,443,Loyal Customers
17256,102,5,498.93,3,4,2,342,Potential Loyalist
17257,432,2,192.73,1,3,1,131,At Risk
17258,392,2,417.3,2,3,2,232,At Risk
17259,143,6,1889.34,3,4,4,344,Loyal Customers
17260,406,1,120.95,2,2,1,221,Lost
17261,505,1,230.44,1,2,1,121,Lost
17262,48,11,2757.62,4,5,4,454,Champions
17263,203,1,63.44,2,2,1,221,Lost
17264,420,1,279.59,1,2,1,121,Lost
17265,134,2,562.9,3,3,2,332,Potential Loyalist
17266,143,3,320.15,3,3,2,332,Potential Loyalist
17267,122,2,317.62,3,3,2,332,Potential Loyalist
17268,103,11,1733.89,3,5,4,354,Loyal Customers
17269,381,1,537.46,2,2,2,222,Lost
17270,464,2,604.4,1,3,2,132,At Risk
17271,731,1,210.39,1,2,1,121,Lost
17272,37,4,2148.63,4,4,4,444,Champions
17273,419,1,141.12,1,2,1,121,Lost
17274,30,2,577.38,4,3,2,432,Potential Loyalist
17275,378,1,114.52,2,2,1,221,Lost
17276,397,1,508.39,2,2,2,222,Lost
17277,223,2,1065.35,2,3,3,233,At Risk
17278,237,2,271.24,2,3,1,231,At Risk
17279,53,1,187.83,4,2,1,421,Recent Customers
17280,433,1,118.86,1,2,1,121,Lost
17281,369,6,797.85,2,4,3,243,At Risk
17282,125,5,2339.66,3,4,4,344,Loyal Customers
17283,374,1,188.46,2,2,1,221,Lost
17284,55,8,2793.16,4,5,4,454,Champions
17285,623,2,428.34,1,3,2,132,At Risk
17286,17,3,395.48,5,3,2,532,Potential Loyalist
17287,21,21,4111.96,4,5,5,455,Champions
17288,4,11,2499.98,5,5,4,554,Champions
17289,27,9,2079.39,4,5,4,454,Champions
17290,11,7,1329.23,5,4,4,544,Champions
17291,304,1,550.8,2,2,2,222,Lost
17292,467,2,271.75,1,3,1,131,At Risk
17293,3,17,3774.23,5,5,5,555,Champions
17294,664,2,467.79,1,3,2,132,At Risk
17295,24,3,556.95,4,3,2,432,Potential Loyalist
17296,725,1,338.13,1,2,2,122,Lost
17297,12,1,131.78,5,2,1,521,Recent Customers
17298,96,5,957.56,3,4,3,343,Loyal Customers
17299,7,6,1016.08,5,4,3,543,Loyal Customers
17300,386,2,393.64,2,3,2,232,At Risk
17301,16,2,330.43,5,3,2,532,Potential Loyalist
17302,10,5,1135.63,5,4,3,543,Loyal Customers
17303,356,1,250.04,2,2,1,221,Lost
17304,529,1,111.5,1,2,1,121,Lost
17305,644,1,2135.46,1,2,4,124,Lost
17306,6,21,9782.35,5,5,5,555,Champions
17307,390,11,3999.89,2,5,5,255,At Risk
17308,388,2,4511.76,2,3,5,235,At Risk
17309,90,3,330.59,3,3,2,332,Potential Loyalist
17310,382,2,1025.1,2,3,3,233,At Risk
17311,73,6,3566.56,3,4,5,345,Loyal Customers
17312,134,3,644.3,3,3,3,333,Loyal Customers
17313,26,1,2328.84,4,2,4,424,Recent Customers
17314,20,17,4904.43,4,5,5,455,Champions
17315,13,42,9460.42,5,5,5,555,Champions
17316,415,1,124.45,1,2,1,121,Lost
17317,41,3,2600.34,4,3,4,434,Loyal Customers
17318,721,1,164.28,1,2,1,121,Lost
17319,664,1,29.1,1,2,1,121,Lost
17320,95,6,2895.77,3,4,4,344,Loyal Customers
17321,3,6,1741.18,5,4,4,544,Champions
17322,371,5,922.59,2,4,3,243,At Risk
17323,10,12,1565.59,5,5,4,554,Champions
17324,13,12,2301.87,5,5,4,554,Champions
17325,276,3,609.57,2,3,2,232,At Risk
17326,403,2,321.95,2,3,2,232,At Risk
17327,405,2,152.35,2,3,1,231,At Risk
17328,668,1,104.7,1,2,1,121,Lost
17329,9,5,1004.43,5,4,3,543,Loyal Customers
17330,18,4,423.8,5,4,2,542,Potential Loyalist
17331,119,1,175.2,3,2,1,321,Potential Loyalist
17332,523,5,838.27,1,4,3,143,At Risk
17333,81,1,494.25,3,2,2,322,Potential Loyalist
17334,297,3,635.15,2,3,3,233,At Risk
17335,379,2,508,2,3,2,232,At Risk
17336,467,1,81.12,1,2,1,121,Lost
17337,146,4,2027.87,3,4,4,344,Loyal Customers
17338,12,17,12142.57,5,5,5,555,Champions
17339,89,3,362.36,3,3,2,332,Potential Loyalist
17340,25,18,22404.82,4,5,5,455,Champions
17341,152,5,1889.83,3,4,4,344,Loyal Customers
17342,375,4,1227.54,2,4,3,243,At Risk
17343,350,6,1259.94,2,4,4,244,At Risk
17344,42,2,468.11,4,3,2,432,Potential Loyalist
17345,10,10,1604.68,5,5,4,554,Champions
17346,7,25,5185.91,5,5,5,555,Champions
17347,82,1,228.96,3,2,1,321,Potential Loyalist
17348,10,9,2476.41,5,5,4,554,Champions
17349,174,5,852.25,3,4,3,343,Loyal Customers
17350,3,7,1906.04,5,4,4,544,Champions
17351,31,12,1988.23,4,5,4,454,Champions
17352,691,1,36.25,1,2,1,121,Lost
17353,124,4,3242,3,4,5,345,Loyal Customers
17354,46,4,3143.46,4,4,5,445,Champions
17355,381,1,285.11,2,2,1,221,Lost
17356,307,5,946.47,2,4,3,243,At Risk
17357,19,2,388.14,5,3,2,532,Potential Loyalist
17358,298,5,866.05,2,4,3,243,At Risk
17359,6,2,284.46,5,3,1,531,Potential Loyalist
17360,13,6,1231.38,5,4,3,543,Loyal Customers
17361,44,5,880.64,4,4,3,443,Loyal Customers
17362,234,7,1024.04,2,4,3,243,At Risk
17363,390,3,940.86,2,3,3,233,At Risk
17364,2,26,11649.9,5,5,5,555,Champions
17365,8,15,8224.98,5,5,5,555,Champions
17366,427,2,1096.24,1,3,3,133,At Risk
17367,233,1,168.4,2,2,1,221,Lost
17368,18,14,2826.14,5,5,4,554,Champions
17369,451,1,979.2,1,2,3,123,Lost
17370,68,4,446.18,3,4,2,342,Potential Loyalist
17371,12,6,662.55,5,4,3,543,Loyal Customers
17372,36,28,4377.56,4,5,5,455,Champions
17373,35,7,1167.5,4,4,3,443,Loyal Customers
17374,214,3,727.11,2,3,3,233,At Risk
17375,194,4,660.55,2,4,3,243,At Risk
17376,66,4,453.64,3,4,2,342,Potential Loyalist
17377,19,78,18319.41,5,5,5,555,Champions
17378,369,1,10.95,2,2,1,221,Lost
17379,6,1,404.66,5,2,2,522,Recent Customers
17380,429,3,645,1,3,3,133,At Risk
17381,4,38,40002.37,5,5,5,555,Champions
17382,61,8,902.28,3,5,3,353,Loyal Customers
17383,448,1,110.7,1,2,1,121,Lost
17384,14,3,507.55,5,3,2,532,Potential Loyalist
17385,10,1,261.11,5,2,1,521,Recent Customers
17386,3,7,2812.77,5,4,4,544,Champions
17387,15,2,784.11,5,3,3,533,Loyal Customers
17388,73,11,2691.57,3,5,4,354,Loyal Customers
17389,9,58,51347.9,5,5,5,555,Champions
17390,416,1,149.3,1,2,1,121,Lost
17391,159,2,508.8,3,3,2,332,Potential Loyalist
17392,302,3,626.56,2,3,3,233,At Risk
17393,406,2,381.15,2,3,2,232,At Risk
17394,214,1,203.87,2,2,1,221,Lost
17395,503,1,97.5,1,2,1,121,Lost
17396,34,14,8807.1,4,5,5,455,Champions
17397,17,3,1233.18,5,3,4,534,Loyal Customers
17398,110,3,653.38,3,3,3,333,Loyal Customers
17400,121,8,4677.05,3,5,5,355,Loyal Customers
17401,536,1,114.85,1,2,1,121,Lost
17402,26,22,4809.38,4,5,5,455,Champions
17403,31,2,400.57,4,3,2,432,Potential Loyalist
17404,21,22,47543.12,4,5,5,455,Champions
17405,68,2,883.01,3,3,3,333,Loyal Customers
17406,328,13,4905.05,2,5,5,255,At Risk
17407,407,1,552.9,1,2,2,122,Lost
17408,159,3,316.09,3,3,2,332,Potential Loyalist
17409,180,10,7793.51,3,5,5,355,Loyal Customers
17410,11,5,1214.72,5,4,3,543,Loyal Customers
17411,7,5,1425.38,5,4,4,544,Champions
17412,19,15,4231.12,5,5,5,555,Champions
17413,400,2,560.14,2,3,2,232,At Risk
17414,39,6,2249.52,4,4,4,444,Champions
17415,75,1,507.84,3,2,2,322,Potential Loyalist
17416,25,22,17298.45,4,5,5,455,Champions
17417,544,1,164.18,1,2,1,121,Lost
17418,38,3,670.06,4,3,3,433,Loyal Customers
17419,6,18,6500.52,5,5,5,555,Champions
17420,45,6,1084.43,4,4,3,443,Loyal Customers
17421,381,3,1059.41,2,3,3,233,At Risk
17422,11,11,3594.76,5,5,5,555,Champions
17423,41,3,1118.95,4,3,3,433,Loyal Customers
17425,14,2,759.17,5,3,3,533,Loyal Customers
17426,3,13,8077.77,5,5,5,555,Champions
17427,67,1,100.8,3,2,1,321,Potential Loyalist
17428,17,44,31404.16,5,5,5,555,Champions
17429,123,5,1357.46,3,4,4,344,Loyal Customers
17430,28,4,735.17,4,4,3,443,Loyal Customers
17431,308,1,403.3,2,2,2,222,Lost
17432,13,9,1751.39,5,5,4,554,Champions
17433,83,2,569.96,3,3,2,332,Potential Loyalist
17434,4,6,2052.48,5,4,4,544,Champions
17435,406,1,331.35,2,2,2,222,Lost
17436,222,4,440.16,2,4,2,242,At Risk
17437,525,1,373.17,1,2,2,122,Lost
17438,249,5,1422.77,2,4,4,244,At Risk
17439,651,1,325.74,1,2,2,122,Lost
17440,152,4,323.58,3,4,2,342,Potential Loyalist
17441,727,1,293.35,1,2,2,122,Lost
17442,32,15,4620.3,4,5,5,455,Champions
17443,215,1,534.24,2,2,2,222,Lost
17444,143,3,2940.04,3,3,5,335,Loyal Customers
17446,172,2,120.9,3,3,1,331,Potential Loyalist
17447,35,2,541.53,4,3,2,432,Potential Loyalist
17448,492,46,14556.97,1,5,5,155,At Risk
17449,40,12,4525.46,4,5,5,455,Champions
17450,3,51,246973.09,5,5,5,555,Champions
17451,11,6,1427.22,5,4,4,544,Champions
17453,13,2,486.72,5,3,2,532,Potential Loyalist
17454,187,10,1547.94,3,5,4,354,Loyal Customers
17455,199,1,131.7,2,2,1,221,Lost
17456,360,2,1225.42,2,3,3,233,At Risk
17457,122,14,5984.81,3,5,5,355,Loyal Customers
17458,11,2,529.58,5,3,2,532,Potential Loyalist
17459,38,2,657.3,4,3,3,433,Loyal Customers
17460,89,16,2228.27,3,5,4,354,Loyal Customers
17461,18,3,757.46,5,3,3,533,Loyal Customers
17462,55,2,675.69,4,3,3,433,Loyal Customers
17463,11,7,2557.91,5,4,4,544,Champions
17464,153,3,1000.94,3,3,3,333,Loyal Customers
17465,421,7,2542.79,1,4,4,144,At Risk
17466,6,2,763.28,5,3,3,533,Loyal Customers
17467,391,1,102.6,2,2,1,221,Lost
17468,5,3,194.8,5,3,1,531,Potential Loyalist
17469,12,17,5051.25,5,5,5,555,Champions
17470,40,11,2804.87,4,5,4,454,Champions
17471,470,1,321.65,1,2,2,122,Lost
17472,186,4,935.1,3,4,3,343,Loyal Customers
17473,404,2,607,2,3,2,232,At Risk
17474,595,1,1047,1,2,3,123,Lost
17475,74,1,194.37,3,2,1,321,Potential Loyalist
17476,391,2,489.86,2,3,2,232,At Risk
17477,608,2,1144.3,1,3,3,133,At Risk
17478,403,2,1272.8,2,3,4,234,At Risk
17479,628,1,389.26,1,2,2,122,Lost
17480,73,2,902.03,3,3,3,333,Loyal Customers
17481,11,3,1083.19,5,3,3,533,Loyal Customers
17482,482,2,778.19,1,3,3,133,At Risk
17483,61,4,591.73,3,4,2,342,Potential Loyalist
17484,571,2,209.57,1,3,1,131,At Risk
17486,256,1,396.87,2,2,2,222,Lost
17487,723,1,160.55,1,2,1,121,Lost
17488,636,1,336.5,1,2,2,122,Lost
17489,54,2,376.64,4,3,2,432,Potential Loyalist
17490,59,6,1979.4,4,4,4,444,Champions
17491,10,16,5538.17,5,5,5,555,Champions
17492,243,3,1122.42,2,3,3,233,At Risk
17493,380,1,100.91,2,2,1,221,Lost
17494,497,1,54.7,1,2,1,121,Lost
17495,3,3,806.72,5,3,3,533,Loyal Customers
17496,354,4,1412.89,2,4,4,244,At Risk
17497,385,2,287.25,2,3,2,232,At Risk
17498,71,1,272.22,3,2,1,321,Potential Loyalist
17499,285,2,1341.39,2,3,4,234,At Risk
17500,12,3,1138,5,3,3,533,Loyal Customers
17501,216,2,288.6,2,3,2,232,At Risk
17502,5,4,689.1,5,4,3,543,Loyal Customers
17503,34,1,340.43,4,2,2,422,Recent Customers
17504,202,18,9565.12,2,5,5,255,At Risk
17505,157,5,2435.48,3,4,4,344,Loyal Customers
17506,71,1,302.2,3,2,2,322,Potential Loyalist
17507,257,2,605.58,2,3,2,232,At Risk
17508,276,8,4579.23,2,5,5,255,At Risk
17509,53,8,6115.14,4,5,5,455,Champions
17510,20,2,514.56,4,3,2,432,Potential Loyalist
17511,12,58,168224.23,5,5,5,555,Champions
17512,24,18,5467.82,4,5,5,455,Champions
17513,67,3,1158.8,3,3,3,333,Loyal Customers
17514,123,2,542.83,3,3,2,332,Potential Loyalist
17515,26,9,1617.46,4,5,4,454,Champions
17516,10,6,957.55,5,4,3,543,Loyal Customers
17517,304,1,153.94,2,2,1,221,Lost
17518,421,2,329.42,1,3,2,132,At Risk
17519,12,15,5109.47,5,5,5,555,Champions
17520,49,1,546.81,4,2,2,422,Recent Customers
17521,25,5,1278.06,4,4,4,444,Champions
17522,134,4,912.25,3,4,3,343,Loyal Customers
17523,6,4,652.74,5,4,3,543,Loyal Customers
17524,356,3,539.14,2,3,2,232,At Risk
17525,355,3,1161.9,2,3,3,233,At Risk
17526,286,11,3842.94,2,5,5,255,At Risk
17527,49,4,939.37,4,4,3,443,Loyal Customers
17528,13,7,3428,5,4,5,545,Champions
17529,605,2,1240.25,1,3,4,134,At Risk
17530,11,11,2925.7,5,5,4,554,Champions
17531,185,3,1266.82,3,3,4,334,Loyal Customers
17532,381,1,65.34,2,2,1,221,Lost
17533,430,1,34.8,1,2,1,121,Lost
17534,49,5,1668.83,4,4,4,444,Champions
17535,275,1,164.4,2,2,1,221,Lost
17536,172,3,364.83,3,3,2,332,Potential Loyalist
17537,25,2,897.62,4,3,3,433,Loyal Customers
17538,21,1,98.42,4,2,1,421,Recent Customers
17539,613,4,1226.57,1,4,3,143,At Risk
17540,20,6,1590.6,4,4,4,444,Champions
17541,505,1,124.46,1,2,1,121,Lost
17542,265,3,341.7,2,3,2,232,At Risk
17543,545,1,120.05,1,2,1,121,Lost
17544,385,3,960.69,2,3,3,233,At Risk
17545,38,6,1448.54,4,4,4,444,Champions
17547,371,2,727.85,2,3,3,233,At Risk
17548,229,4,731.26,2,4,3,243,At Risk
17549,19,2,148.86,5,3,1,531,Potential Loyalist
17550,192,9,2547.64,3,5,4,354,Loyal Customers
17551,354,1,306.84,2,2,2,222,Lost
17552,55,12,3085.29,4,5,5,455,Champions
17553,125,4,3757.6,3,4,5,345,Loyal Customers
17554,12,4,1714.15,5,4,4,544,Champions
17555,15,5,1057.74,5,4,3,543,Loyal Customers
17556,201,2,300.67,2,3,2,232,At Risk
17557,10,4,575.46,5,4,2,542,Potential Loyalist
17558,388,1,259.17,2,2,1,221,Lost
17559,508,1,167.62,1,2,1,121,Lost
17560,90,8,1895.8,3,5,4,354,Loyal Customers
17561,15,4,722.34,5,4,3,543,Loyal Customers
17562,9,7,1122.38,5,4,3,543,Loyal Customers
17563,573,2,392.38,1,3,2,132,At Risk
17564,19,3,454.01,5,3,2,532,Potential Loyalist
17565,582,1,131.83,1,2,1,121,Lost
17566,3,2,901.21,5,3,3,533,Loyal Customers
17567,2,9,5356.03,5,5,5,555,Champions
17568,628,1,382.79,1,2,2,122,Lost
